"ticker","date","open","high","low","close","adj_close","volume"
"AAPL","2022-09-30","139.5782105","141.3762949","136.337721","136.5353088","136.5353088","124925300"
"AAPL","2022-10-03","136.5452278","141.3466883","136.0314871","140.7341461","140.7341461","114311700"
"AAPL","2022-10-04","143.2830456","144.4587139","142.5223164","144.3401642","144.3401642","87830100"
"AAPL","2022-10-05","142.3346149","145.6047419","141.2873704","144.6365356","144.6365356","79471000"
"AAPL","2022-10-06","144.0536502","145.7628074","143.4707606","143.6782227","143.6782227","68402200"
"AAPL","2022-10-07","140.8230587","141.376326","137.7702822","138.4025726","138.4025726","85925600"
"AAPL","2022-10-10","138.7286072","140.1809019","136.9008999","138.7286072","138.7286072","74899000"
"AAPL","2022-10-11","138.2148552","139.6474016","136.5550986","137.3059387","137.3059387","77033700"
"AAPL","2022-10-12","137.4541376","138.6693177","136.4958204","136.673645","136.673645","70433700"
"AAPL","2022-10-13","133.3639876","141.8603876","132.7514456","141.2676239","141.2676239","113224000"
"AAPL","2022-10-14","142.571713","142.7791901","136.5254363","136.71315","136.71315","88598000"
"AAPL","2022-10-17","139.3707551","141.1786987","138.5803885","140.6946106","140.6946106","85250900"
"AAPL","2022-10-18","143.7375249","144.9329415","138.9163015","142.0184784","142.0184784","99136600"
"AAPL","2022-10-19","139.9832918","143.2040184","139.795578","142.1271515","142.1271515","61758300"
"AAPL","2022-10-20","141.2972729","144.1326978","140.9317194","141.6628113","141.6628113","64522000"
"AAPL","2022-10-21","141.1490692","146.069094","140.931718","145.4960785","145.4960785","86548600"
"AAPL","2022-10-24","145.4170388","148.4204142","144.2413705","147.6498108","147.6498108","75981900"
"AAPL","2022-10-25","148.282122","150.6532224","147.5609193","150.5050201","150.5050201","74732300"
"AAPL","2022-10-26","149.1416483","150.1592405","146.2568073","147.5510406","147.5510406","88194300"
"AAPL","2022-10-27","146.2864477","147.254639","142.3939041","143.0558319","143.0558319","109180200"
"AAPL","2022-10-28","146.4148876","155.6028696","146.0394751","153.8640747","153.8640747","164762400"
"AAPL","2022-10-31","151.3151106","152.3821033","150.0900416","151.4929352","151.4929352","97943200"
"AAPL","2022-11-01","153.2120045","153.5775429","147.3336775","148.8353577","148.8353577","80379300"
"AAPL","2022-11-02","147.1558307","150.3370456","143.2534131","143.2830505","143.2830505","93604600"
"AAPL","2022-11-03","140.3488264","141.0799182","137.0786991","137.2071381","137.2071381","97918500"
"AAPL","2022-11-04","140.6113245","141.1852905","132.9815678","136.9399414","136.9399414","140814800"
"AAPL","2022-11-07","135.6831577","137.7019217","134.2581408","137.4743195","137.4743195","83374600"
"AAPL","2022-11-08","138.9488278","139.9582023","136.0592166","138.0482941","138.0482941","89908500"
"AAPL","2022-11-09","137.0587215","137.1082042","133.1894067","133.4664917","133.4664917","74917800"
"AAPL","2022-11-10","139.7702118","145.3416138","138.0483134","145.3416138","145.3416138","118854000"
"AAPL","2022-11-11","144.3025233","148.4489072","142.8676007","148.1421356","148.1421356","93979700"
"AAPL","2022-11-14","147.4197451","148.7161102","145.8957627","146.7369232","146.7369232","73374100"
"AAPL","2022-11-15","150.6359444","151.9916829","147.0140281","148.4786224","148.4786224","89868300"
"AAPL","2022-11-16","147.5780809","148.3103704","145.7572174","147.2416077","147.2416077","64218300"
"AAPL","2022-11-17","144.9061704","149.9036207","144.6290854","149.151535","149.151535","80389400"
"AAPL","2022-11-18","150.724981","151.1109219","148.4093359","149.7155914","149.7155914","74829600"
"AAPL","2022-11-21","148.5973461","148.8051523","146.1827359","146.4697113","146.4697113","58724100"
"AAPL","2022-11-22","146.5884872","148.8546496","145.4009629","148.6171417","148.6171417","51804100"
"AAPL","2022-11-23","147.8947577","150.2499952","147.7859018","149.4979095","149.4979095","58301400"
"AAPL","2022-11-25","146.7666107","147.3306863","145.5889921","146.5686951","146.5686951","35195900"
"AAPL","2022-11-28","143.6296015","145.1139917","141.8879223","142.7191772","142.7191772","69246000"
"AAPL","2022-11-29","142.7884394","143.3030322","138.8894537","139.7009125","139.7009125","83763800"
"AAPL","2022-11-30","139.928537","147.1723698","139.0873914","146.4895477","146.4895477","111380900"
"AAPL","2022-12-01","146.6676665","147.5780908","145.0843108","146.7666168","146.7666168","71250400"
"AAPL","2022-12-02","144.4410811","146.4598453","144.1342944","146.2718201","146.2718201","65447400"
"AAPL","2022-12-05","146.2322468","149.3494605","144.2530596","145.1041107","145.1041107","68826400"
"AAPL","2022-12-06","145.5395025","145.7671048","140.4430877","141.4227905","141.4227905","64727200"
"AAPL","2022-12-07","140.7102889","141.8780018","138.5430769","139.4732971","139.4732971","69721100"
"AAPL","2022-12-08","140.8785518","142.0264841","139.6316693","141.1655273","141.1655273","62128300"
"AAPL","2022-12-09","140.8587379","144.0551358","139.4337208","140.6806183","140.6806183","76097000"
"AAPL","2022-12-12","141.214978","142.9962491","139.5920454","142.9863586","142.9863586","70462700"
"AAPL","2022-12-13","147.9442219","148.4093321","142.7389658","143.9561615","143.9561615","93886200"
"AAPL","2022-12-14","143.8374101","145.1337751","139.6910112","141.7196808","141.7196808","82291200"
"AAPL","2022-12-15","139.6415402","140.3243622","134.6144034","135.0795135","135.0795135","98931900"
"AAPL","2022-12-16","135.2675514","136.2175528","132.3383477","133.1102295","133.1102295","160156900"
"AAPL","2022-12-19","133.7039844","133.7930442","129.9534315","130.9924927","130.9924927","79592600"
"AAPL","2022-12-20","130.0226841","131.8633285","128.5382939","130.9232178","130.9232178","77432800"
"AAPL","2022-12-21","131.5961387","135.3862835","131.3685364","134.0404358","134.0404358","85928000"
"AAPL","2022-12-22","132.9518913","133.1596975","128.9440347","130.8539429","130.8539429","77852100"
"AAPL","2022-12-23","129.5575576","131.0419476","128.2908793","130.4877777","130.4877777","63814900"
"AAPL","2022-12-27","130.0127759","130.0424625","127.380454","128.6768188","128.6768188","69007800"
"AAPL","2022-12-28","128.3205925","129.6664403","124.5601416","124.7283707","124.7283707","85438400"
"AAPL","2022-12-29","126.658071","129.1221567","126.4007821","128.2612152","128.2612152","75703700"
"AAPL","2022-12-30","127.0737096","128.597677","126.1039046","128.5778809","128.5778809","77034200"
"AAPL","2023-01-03","128.9242445","129.5377877","122.8778274","123.7684631","123.7684631","112117500"
"AAPL","2023-01-04","125.5695197","127.3211044","123.7783578","125.0450363","125.0450363","89113600"
"AAPL","2023-01-05","125.8070218","126.4403611","123.46169","123.7189789","123.7189789","80962700"
"AAPL","2023-01-06","124.6986774","128.9341287","123.5903299","128.2711029","128.2711029","87754700"
"AAPL","2023-01-09","129.1122704","132.0216779","128.5383044","128.7955933","128.7955933","70790800"
"AAPL","2023-01-10","128.9044577","129.8940513","126.786728","129.3695679","129.3695679","63896200"
"AAPL","2023-01-11","129.8841654","132.1206416","129.1023931","132.1008606","132.1008606","69458900"
"AAPL","2023-01-12","132.4867929","132.8628282","130.0721822","132.0216827","132.0216827","71379600"
"AAPL","2023-01-13","130.6560191","133.5159436","130.2898744","133.357605","133.357605","57809700"
"AAPL","2023-01-17","133.4268954","135.861287","132.734183","134.5253448","134.5253448","63646600"
"AAPL","2023-01-18","135.3961633","137.1675287","133.6247828","133.8029175","133.8029175","69672800"
"AAPL","2023-01-19","132.6847012","134.8321174","132.3779297","133.8623199","133.8623199","58280400"
"AAPL","2023-01-20","133.8722283","136.5837203","132.8232614","136.4352722","136.4352722","80223600"
"AAPL","2023-01-23","136.6826356","141.8285333","136.4649238","139.6415253","139.6415253","81760300"
"AAPL","2023-01-24","138.8498543","141.6702016","138.8399638","141.0467529","141.0467529","66435100"
"AAPL","2023-01-25","139.4238363","140.9478038","137.3654799","140.3837433","140.3837433","65799300"
"AAPL","2023-01-26","141.6801114","142.7488743","140.4233233","142.4618988","142.4618988","54105100"
"AAPL","2023-01-27","141.6702137","145.6978516","141.5910444","144.411377","144.411377","70555800"
"AAPL","2023-01-30","143.4514967","144.0353533","141.3634536","141.5118866","141.5118866","64015300"
"AAPL","2023-01-31","141.2149869","142.8379196","140.7993594","142.7884369","142.7884369","65874500"
"AAPL","2023-02-01","142.4717821","145.0843084","139.8493653","143.9165802","143.9165802","77663600"
"AAPL","2023-02-02","147.3504707","149.6067427","146.6280716","149.2505035","149.2505035","118339000"
"AAPL","2023-02-03","146.4895401","155.7422463","146.2916244","152.8922119","152.8922119","154357300"
"AAPL","2023-02-06","150.9822862","151.5067696","149.2109054","150.1510162","150.1510162","69858300"
"AAPL","2023-02-07","149.0723398","153.6145696","149.0723398","153.0406036","153.0406036","83322600"
"AAPL","2023-02-08","152.2786448","152.9713572","149.5968399","150.339035","150.339035","64120100"
"AAPL","2023-02-09","152.1796934","152.7239728","148.8546585","149.2999725","149.2999725","56007100"
"AAPL","2023-02-10","148.130472","149.993738","147.8926015","149.6666718","149.6666718","57450700"
"AAPL","2023-02-13","149.607233","152.8877867","149.577501","152.4814453","152.4814453","62199000"
"AAPL","2023-02-14","150.7667942","152.4021255","149.5180081","151.8371887","151.8371887","61707600"
"AAPL","2023-02-15","151.7479893","154.1167281","151.5200395","153.9482422","153.9482422","65573800"
"AAPL","2023-02-16","152.1444336","154.9393554","151.9858684","152.3426666","152.3426666","68167900"
"AAPL","2023-02-17","150.9947753","151.6389872","149.5081186","151.1929932","151.1929932","59144100"
"AAPL","2023-02-21","148.8638805","149.9541014","147.0898102","147.1591797","147.1591797","58867200"
"AAPL","2023-02-22","147.5457203","148.6161149","145.8509401","147.5853729","147.5853729","51011300"
"AAPL","2023-02-23","148.7548636","149.0026398","145.930225","148.0709991","148.0709991","48394200"
"AAPL","2023-02-24","145.8013735","145.8806636","144.4237389","145.4049377","145.4049377","55469600"
"AAPL","2023-02-27","146.396033","147.843037","146.1383362","146.6041565","146.6041565","44998500"
"AAPL","2023-02-28","145.7418957","147.7538363","145.5238515","146.0986938","146.0986938","50547000"
